step,phase,obs,action_raw,action_clipped,action_scaled
98,1.53125,"[-0.19509032 -0.98078525 -0.9779129  -0.77305984  0.10835161 -0.3993407
  4.469876    0.1022227 ]",[5.1364713 0.4927466],[5.1364713 0.4927466],[1.2841178  0.12318665]
99,1.546875,"[-0.29028466 -0.95694035 -0.94777584 -0.84630394  0.17648354 -0.32901102
  5.1364713   0.4927466 ]",[5.306255  1.8510737],[5.306255  1.8510737],[1.3265637  0.46276844]
100,1.5625,"[-0.38268343 -0.9238795  -0.895895   -0.8997097   0.30967036 -0.21340661
  5.306255    1.8510737 ]",[5.230454  2.4205604],[5.230454  2.4205604],[1.3076135 0.6051401]
101,1.578125,"[-0.47139674 -0.8819213  -0.8142595  -0.9252691   0.47846156 -0.07230768
  5.230454    2.4205604 ]",[4.879     2.8066099],[4.879     2.8066099],[1.21975    0.70165247]
102,1.59375,"[-0.55557024 -0.8314696  -0.70324993 -0.92259884  0.62        0.0696703
  4.879       2.8066099 ]",[5.452161 3.224226],[5.452161 3.224226],[1.3630402 0.8060565]
103,1.609375,"[-0.6343933  -0.77301043 -0.5636301  -0.8962765   0.7351648   0.19098902
  5.452161    3.224226  ]",[5.149121 3.520685],[5.149121 3.520685],[1.2872802  0.88017124]
104,1.625,"[-0.70710677 -0.70710677 -0.40684414 -0.84592247  0.83230764  0.3145055
  5.149121    3.520685  ]",[6.253882 3.96765 ],[6.253882 3.96765 ],[1.5634705 0.9919125]
105,1.640625,"[-0.77301043 -0.6343933  -0.23441696 -0.770771    0.8705494   0.41604397
  6.253882    3.96765   ]",[6.1610503 3.9977455],[6.1610503 3.9977455],[1.5402626 0.9994364]
106,1.65625,"[-0.8314696  -0.55557024 -0.06046391 -0.6734953   0.86527485  0.53648347
  6.1610503   3.9977455 ]",[6.3525486 4.000651 ],[6.3525486 4.000651 ],[1.5881371 1.0001627]
107,1.671875,"[-0.8819213  -0.47139674  0.11196327 -0.5598154   0.8446154   0.6059341
  6.3525486   4.000651  ]",[6.312645  3.9474883],[6.312645  3.9474883],[1.5781612 0.9868721]
108,1.6875,"[-0.9238795  -0.38268343  0.28286457 -0.4324026   0.8468132   0.67230767
  6.312645    3.9474883 ]",[5.92074  3.995418],[5.92074  3.995418],[1.480185  0.9988545]
109,1.703125,"[-0.95694035 -0.29028466  0.44918728 -0.29545307  0.83230764  0.70219785
  5.92074     3.995418  ]",[5.5708365 3.9326477],[5.5708365 3.9326477],[1.3927091 0.9831619]
110,1.71875,"[-0.98078525 -0.19509032  0.61398506 -0.1520176   0.8081318   0.7171429
  5.5708365   3.9326477 ]",[5.3694572 3.9040165],[5.3694572 3.9040165],[1.3423643 0.9760041]
111,1.7343750000000002,"[-9.9518472e-01 -9.8017141e-02  7.7496719e-01 -5.1498413e-03
  7.7692300e-01  7.2153854e-01  5.3694572e+00  3.9040165e+00]",[4.7917485 3.800912 ],[4.7917485 3.800912 ],[1.1979371 0.950228 ]
112,1.7500000000000002,"[-1.0000000e+00  1.3477304e-15  9.2412472e-01  1.3828468e-01
  7.3384613e-01  7.0219785e-01  4.7917485e+00  3.8009119e+00]",[4.099063  3.6684093],[4.099063  3.6684093],[1.0247657  0.91710234]
113,1.7656250000000002,"[-0.9951847   0.09801714  1.0626001   0.2767601   0.6613187   0.67450553
  4.099063    3.6684093 ]",[2.496442 3.487182],[2.496442 3.487182],[0.6241105 0.8717955]
114,1.7812500000000002,"[-0.98078525  0.19509032  1.1854353   0.40684414  0.57384616  0.6362638
  2.496442    3.487182  ]",[0.56566846 3.5608575 ],[0.56566846 3.5608575 ],[0.14141712 0.8902144 ]
115,1.7968750000000002,"[-0.95694035  0.29028466  1.2911043   0.5300598   0.48769227  0.5817582
  0.56566846  3.5608575 ]",[-0.3210944  2.8769946],[-0.3210944  2.8769946],[-0.0802736   0.71924865]
116,1.8124999999999998,"[-0.9238795   0.38268343  1.376936    0.6410694   0.38747254  0.53296703
 -0.3210944   2.8769946 ]",[-2.3564358  0.779795 ],[-2.3564358  0.779795 ],[-0.58910894  0.19494875]
117,1.8281249999999998,"[-0.8819213   0.47139674  1.439498    0.73872757  0.26747257  0.4512088
 -2.3564358   0.779795  ]",[-5.8661394  0.6361438],[-5.8661394  0.6361438],[-1.4665349   0.15903595]
118,1.8437499999999998,"[-0.8314696   0.55557024  1.4757385   0.8234148   0.12065935  0.3826374
 -5.8661394   0.6361438 ]",[-8.63053    -0.53996325],[-8.63053    -0.53996325],[-2.1576326  -0.13499081]
119,1.8593749999999998,"[-0.77301043  0.6343933   1.4780273   0.89284325 -0.0687912   0.31626377
 -8.63053    -0.53996325]",[-13.047981   -2.2762296],[-13.047981   -2.2762296],[-3.2619953 -0.5690574]
