step,phase,obs,action_raw,action_clipped,action_scaled
35,0.2734375,"[ 9.8917651e-01 -1.4673047e-01 -2.5367737e-02  1.7910290e-01
  6.5937045e-04  7.2307684e-02  1.7386332e-02  8.1842995e-01]",[-0.05741248  0.7098414 ],[-0.05741248  0.7098414 ],[-0.01435312  0.17746034]
36,0.28125,"[ 0.98078525 -0.19509032 -0.02536774  0.19245434 -0.00109892  0.0595604
 -0.05741248  0.7098414 ]",[-0.14190742  0.6639589 ],[-0.14190742  0.6639589 ],[-0.03547686  0.16598973]
37,0.2890625,"[ 9.7003126e-01 -2.4298018e-01 -2.5367737e-02  2.0275402e-01
  2.1982193e-04  4.3296721e-02 -1.4190742e-01  6.6395891e-01]",[-0.2601629  0.6013653],[-0.2601629  0.6013653],[-0.06504072  0.15034133]
38,0.296875,"[ 9.5694035e-01 -2.9028466e-01 -2.5367737e-02  2.1000195e-01
  2.1982193e-04  3.4945011e-02 -2.6016289e-01  6.0136533e-01]",[-0.21459115  0.5725957 ],[-0.21459115  0.5725957 ],[-0.05364779  0.14314893]
39,0.3046875,"[ 9.4154406e-01 -3.3688986e-01 -2.5367737e-02  2.1496105e-01
 -2.1982193e-04  1.2527466e-02 -2.1459115e-01  5.7259572e-01]",[-0.14968804  0.5294792 ],[-0.14968804  0.5294792 ],[-0.03742201  0.1323698 ]
40,0.3125,"[ 9.2387950e-01 -3.8268343e-01 -2.5367737e-02  2.1610546e-01
 -6.5937045e-04  1.5384675e-03 -1.4968804e-01  5.2947921e-01]",[-0.10583091  0.5267682 ],[-0.10583091  0.5267682 ],[-0.02645773  0.13169205]
41,0.3203125,"[ 9.0398932e-01 -4.2755508e-01 -2.5749207e-02  2.1572399e-01
 -6.5937045e-04 -5.4944991e-03 -1.0583091e-01  5.2676821e-01]",[-0.05349838  0.6086759 ],[-0.05349838  0.6086759 ],[-0.01337459  0.15216897]
42,0.328125,"[ 0.8819213  -0.47139674 -0.02613068  0.21419811 -0.00329666 -0.00989008
 -0.05349838  0.6086759 ]",[0.00168068 0.8741318 ],[0.00168068 0.8741318 ],[0.00042017 0.21853295]
43,0.3359375,"[ 0.8577286  -0.51410276 -0.02613068  0.21152782 -0.00329666 -0.01384611
  0.00168068  0.8741318 ]",[-0.05519556  1.1401057 ],[-0.05519556  1.1401057 ],[-0.01379889  0.28502643]
44,0.34375,"[ 0.8314696  -0.55557024 -0.02765656  0.2080946  -0.00153847 -0.0156044
 -0.05519556  1.1401057 ]",[0.35698456 1.3355943 ],[0.35698456 1.3355943 ],[0.08924614 0.33389857]
45,0.3515625,"[ 0.8032075  -0.5956993  -0.02765656  0.20504284 -0.00153847 -0.0147253
  0.35698456  1.3355943 ]",[0.35690433 1.1891838 ],[0.35690433 1.1891838 ],[0.08922608 0.29729596]
46,0.359375,"[ 0.77301043 -0.6343933  -0.02765656  0.20160961  0.00197802 -0.01736259
  0.35690433  1.1891838 ]",[0.31951997 0.99986136],[0.31951997 0.99986136],[0.07987999 0.24996534]
47,0.3671875,"[ 0.7409511  -0.671559   -0.02689362  0.1993208   0.00373631 -0.00593405
  0.31951997  0.99986136]",[0.35355285 0.8038815 ],[0.35355285 0.8038815 ],[0.08838821 0.20097038]
48,0.375,"[ 7.0710677e-01 -7.0710677e-01 -2.6512146e-02  1.9970226e-01
  2.1982193e-04  6.3735964e-03  3.5355285e-01  8.0388153e-01]",[0.2934544 0.6109079],[0.2934544 0.6109079],[0.0733636  0.15272698]
49,0.3828125,"[ 6.7155898e-01 -7.4095112e-01 -2.6512146e-02  2.0160961e-01
  2.1982193e-04  1.6483499e-02  2.9345441e-01  6.1090791e-01]",[0.26240966 0.41778037],[0.26240966 0.41778037],[0.06560241 0.10444509]
50,0.390625,"[ 6.3439327e-01 -7.7301043e-01 -2.6512146e-02  2.0466137e-01
 -2.1982193e-04  1.8241787e-02  2.6240966e-01  4.1778037e-01]",[0.16019124 0.21162188],[0.16019124 0.21162188],[0.04004781 0.05290547]
51,0.3984375,"[ 5.9569931e-01 -8.0320752e-01 -2.6512146e-02  2.0847607e-01
 -6.5937045e-04  1.5164852e-02  1.6019124e-01  2.1162188e-01]",[0.08611869 0.06939871],[0.08611869 0.06939871],[0.02152967 0.01734968]
52,0.40625,"[ 5.5557024e-01 -8.3146960e-01 -2.6512146e-02  2.1076488e-01
 -2.1982193e-04  5.4944991e-03  8.6118691e-02  6.9398709e-02]",[-0.13757151 -0.0929858 ],[-0.13757151 -0.0929858 ],[-0.03439288 -0.02324645]
53,0.4140625,"[ 5.1410276e-01 -8.5772860e-01 -2.6512146e-02  2.1038342e-01
 -2.1982193e-04 -7.6923370e-03 -1.3757151e-01 -9.2985801e-02]",[-0.17985505 -0.1882247 ],[-0.17985505 -0.1882247 ],[-0.04496376 -0.04705618]
54,0.421875,"[ 4.7139674e-01 -8.8192129e-01 -2.6512146e-02  2.0771313e-01
  2.1982193e-04 -1.7802238e-02 -1.7985505e-01 -1.8822470e-01]",[-0.16623423 -0.28069004],[-0.16623423 -0.28069004],[-0.04155856 -0.07017251]
55,0.4296875,"[ 4.2755508e-01 -9.0398932e-01 -2.6512146e-02  2.0351696e-01
 -6.5937045e-04 -2.4835205e-02 -1.6623423e-01 -2.8069004e-01]",[-0.20129725 -0.387579  ],[-0.20129725 -0.387579  ],[-0.05032431 -0.09689475]
56,0.43750000000000006,"[ 3.8268343e-01 -9.2387950e-01 -2.6512146e-02  1.9665051e-01
  6.5937045e-04 -3.7582397e-02 -2.0129725e-01 -3.8757899e-01]",[-0.16722399 -0.38606262],[-0.16722399 -0.38606262],[-0.041806   -0.09651566]
57,0.44531250000000006,"[ 0.33688986 -0.94154406 -0.02689362  0.18825817 -0.00197802 -0.04989014
 -0.16722399 -0.38606262]",[-0.05189878 -0.24269432],[-0.05189878 -0.24269432],[-0.0129747  -0.06067358]
58,0.45312499999999994,"[ 0.29028466 -0.95694035 -0.02727509  0.17795849 -0.00197802 -0.05340662
 -0.05189878 -0.24269432]",[-0.07995791  0.0331437 ],[-0.07995791  0.0331437 ],[-0.01998948  0.00828592]
59,0.46093749999999994,"[ 0.24298018 -0.97003126 -0.02727509  0.1665144  -0.00197802 -0.05648356
 -0.07995791  0.0331437 ]",[0.14876828 0.64902854],[0.14876828 0.64902854],[0.03719207 0.16225713]
